# Inicio de la captura de datos
-0.704,0.564,1.443,-19.409,2.808,149.780
-0.711,0.623,1.462,-28.625,11.780,150.269
-0.712,0.679,1.461,-41.504,22.400,151.367
-0.715,0.737,1.443,-54.260,33.508,151.917
-0.744,0.800,1.412,-67.505,42.297,153.503
-0.733,0.873,1.409,-83.496,49.377,154.602
-0.719,0.940,1.412,-97.107,56.519,152.405
-0.724,1.019,1.428,-106.262,63.293,148.621
-0.727,1.103,1.415,-113.281,71.960,143.860
-0.738,1.165,1.369,-122.864,81.482,138.245
-0.751,1.246,1.292,-135.315,90.332,133.118
-0.748,1.324,1.234,-148.682,97.839,129.639
-0.735,1.403,1.198,-161.316,104.187,126.648
-0.709,1.491,1.133,-170.715,109.985,122.009
-0.680,1.579,1.054,-174.316,115.784,113.831
-0.673,1.634,0.992,-172.607,120.728,101.563
-0.688,1.637,0.924,-170.227,125.366,86.426
-0.699,1.628,0.837,-171.204,130.859,70.618
-0.697,1.636,0.724,-173.584,136.230,56.213
-0.727,1.627,0.645,-173.584,138.245,42.358
-0.750,1.613,0.565,-172.180,137.573,30.273
-0.739,1.628,0.470,-169.617,134.277,20.935
-0.732,1.644,0.381,-164.246,129.272,10.986
-0.717,1.643,0.315,-161.011,123.352,-1.038
-0.708,1.610,0.289,-162.354,116.699,-12.451
-0.690,1.589,0.292,-161.865,109.131,-21.484
-0.634,1.573,0.273,-155.640,102.051,-27.527
-0.587,1.552,0.224,-146.179,96.741,-34.119
-0.548,1.510,0.166,-137.085,93.079,-42.053
-0.482,1.500,0.091,-128.967,87.280,-48.340
-0.398,1.511,0.036,-119.873,78.918,-52.246
-0.369,1.563,0.006,-112.122,66.833,-54.871
-0.402,1.661,-0.019,-108.154,52.307,-56.641
-0.471,1.726,-0.008,-110.291,38.086,-58.044
-0.566,1.808,-0.021,-120.789,28.259,-57.556
-0.643,1.910,-0.072,-136.475,24.109,-54.321
-0.680,2.044,-0.133,-153.992,24.414,-52.368
-0.668,2.179,-0.186,-167.969,29.297,-57.678
-0.630,2.214,-0.279,-174.316,38.330,-74.890
-0.627,2.129,-0.424,-166.199,46.753,-102.722
-0.659,1.938,-0.554,-144.958,50.049,-134.705
-0.702,1.704,-0.642,-120.605,46.631,-162.964
-0.684,1.441,-0.692,-98.572,40.039,-183.594
-0.663,1.234,-0.744,-81.482,37.354,-195.618
-0.776,1.131,-0.890,-66.650,40.588,-199.341
-0.633,0.939,-0.793,-56.885,57.678,-197.449
-0.563,0.927,-0.760,-66.040,69.519,-193.970
-0.585,0.963,-0.759,-78.552,69.031,-186.096
-0.626,0.927,-0.814,-89.966,59.021,-175.476
-0.545,0.870,-0.811,-102.539,50.720,-168.579
-0.870,1.259,-1.411,-111.023,49.072,-167.847
-0.610,0.791,-0.914,-35.156,70.679,-175.049
-0.466,0.707,-0.501,11.475,101.868,-172.546
-0.388,0.696,-0.385,-3.357,99.060,-161.804
-0.406,0.669,-0.333,-19.958,66.589,-156.555
-0.434,0.538,-0.555,-27.405,26.245,-162.292
-0.490,0.575,-0.712,-27.405,-22.949,-162.720
-0.529,0.538,-0.811,-21.973,-43.152,-162.903
-0.526,0.549,-0.778,-21.973,-52.124,-156.860
-0.482,0.509,-0.776,-23.437,-72.205,-145.630
-0.476,0.455,-0.725,-27.283,-94.238,-138.367
-0.463,0.413,-0.677,-30.762,-111.145,-135.620
-0.434,0.378,-0.654,-30.151,-122.192,-133.972
-0.400,0.357,-0.603,-24.597,-127.441,-133.118
-0.375,0.368,-0.546,-14.221,-129.761,-134.033
-0.336,0.371,-0.500,-2.747,-129.456,-137.024
-0.258,0.362,-0.426,9.705,-126.953,-141.541
-0.216,0.362,-0.332,17.700,-127.747,-144.775
